input,output
रविशंकर प्रसाद की यह पहल पुराने कानूनों को समाप्त करने की पहली खेप होगी अगली खेप ने करीब डेढ़ से दो सौ कानून निरस्त करने की तैयारी चल रही है। निरस्त किए जाने वाले सराय एक्ट के तहत ही रेस्टोरेंट का पंजीयन होता है। यह कानून मुसाफिरों को मुफ्त पानी व अन्य मूलभूत सुविधाएं देने की बात करता है। बताते हैं कि एक बार तो इस कानून को लेकर अजीब सी स्थित आ गई। बात ये है कि मुंबई में गेट वे आफ इंडिया देखने आने वाले पर्यटकों को इस कानून के तहत होटल ताज का शौचालय उपयोग करने का हक था। होटल ताज को इसमें दिक्कत महसूस होती थी और उसने होटल के बाहर पर्यटकों के इस्तेमाल के लिए एक शौचालय बनवा दिया लेकिन उसमें आड़े आया तटीय कानून जो समुद्र के किनारे एक निश्चित दूरी तक शौचालय बनाने की इजाजत नहीं देता था। निजी संपत्ति पर इस तरह के हक देने वाला कानून आज की तारीख में अनुपयोगी है।,रविशंकर प्रसाद की यह पहल पुराने कानूनों को समाप्त करने की पहली खेप होगी अगली खेप ने करीब डेढ़ से दो सौ कानून निरस्त करने की तैयारी चल रही है। निरस्त किए जाने वाले सराय एक्ट के तहत ही रेस्टोरेंट का पंजीयन होता है। यह कानून मुसाफिरों को मुफ्त पानी व अन्य मूलभूत सुविधाएं देने की बात करता है। बताते हैं कि एक बार तो इस कानून को लेकर अजीब सी स्थित आ गई। बात ये है कि मुंबई में गेट वे आफ इंडिया देखने आने वाले पर्यटकों को इस कानून के तहत होटल ताज का शौचालय उपयोग करने का हक था। होटल ताज को इसमें दिक्कत महसूस होती थी और उसने होटल के बाहर पर्यटकों के इस्तेमाल के लिए एक शौचालय बनवा दिया लेकिन उसमें आड़े आया तटीय कानून जो समुद्र के किनारे एक निश्चित दूरी तक शौचालय बनाने की इजाजत नहीं देता था। निजी संपत्ति पर इस तरह के हक देने वाला कानून आज की तारीख में अनुपयोगी है।
"डीआइजी ने बताया है कि पलामू में अलग-अलग जगहों से 257 बम बरामद किए गए हैं, जबकि लातेहार के इचाक जंगल से गुजरने वाले रास्ते के किनारे से श्रृंखलाबद्ध 95 बमों की बारमदगी हुई है। ये सभी बम स्टील के डिब्बे (केन) मे बंद थे और दो से पाँच मीटर की दूरी पर लगाए गए थे। पुलिस का दावा है कि ये बम नक्सलियों ने लगाए थे।","डीआइजी ने बताया है कि पलामू में अलग-अलग जगहों से 257 बम बरामद किए गए हैं, जबकि लातेहार के इचाक जंगल से गुजरने वाले रास्ते के किनारे से श्रृंखलाबद्ध 95 बमों की बारमदगी हुई है। ये सभी बम स्टील के डिब्बे (केन) मे बंद थे और दो से पाँच मीटर की दूरी पर लगाए गए थे। पुलिस का दावा है कि ये बम नक्सलियों ने लगाए थे।"
"मुलायम सिंह यादव ने पारसनाथ यादव से लगभग 25 मिनट तक गुफ्तगू की, मगर कार्यकर्ताओं से नहीं की मुलाकात","मुलायम सिंह यादव ने पारसनाथ यादव से लगभग 25 मिनट तक गुफ्तगू की, मगर कार्यकर्ताओं से नहीं की मुलाकात"
13 दिनों में मांग बढ़ी,13 दिनों में मांग बढ़ी
"नाहन —अधिवक्ताओं की विभिन्न मांगों को लेकर बार काउंसिल ऑफ इंडिया के राष्ट्रीय आह्वान पर सोमवार को जिला सिरमौर के नाहन में जिला बार एसोसिएशन नाहन के दर्जनों वकील सड़कांे पर उतरे। इस दौरान अधिवक्ताओं ने जमकर नारेबाजी की तथा एडवोकेट के अधिकारों के हनन को लेकर अपनी आवाज उठाई। दर्जनों वकील बार एसोसिएशन कार्यालय से उपायुक्त कार्यालय तक नारेबाजी करते हुए पहुंचे तथा अपनी मांगों को लेकर खूब भड़ास निकाली। इस दौरान बार एसोसिएशन नाहन ने उपायुक्त सिरमौर के माध्यम से देश के सर्वोच्च न्यायालय के मुख्य न्यायाधीश, प्रदेश के महामहिम राज्यपाल के अलावा हिमाचल प्रदेश उच्च न्यायालय के मुख्य न्यायाधीश को ज्ञापन भेजा। बार एसोसिएशन नाहन के अध्यक्ष अमित अग्रवाल के नेतृत्व में सौंपे गए ज्ञापन में अधिवक्ताओं ने स्पष्टतौर पर कहा कि लंबे समय से अधिवक्ताओं की मांगों को नजरअंदाज किया जा रहा है। एसोसिएशन के सदस्यों ने बताया कि उनके अधिकारों का हनन किया जा रहा है, जिसके चलते देश भर के वकीलों को अपनी आवाज उठाने के लिए सड़कों पर उतरना पड़ा है। इस दौरान अधिवक्ताओं ने सरकार से मांग की कि वकीलों के वेलफेयर के लिए पेंशन व मेडिकल इंश्योरेंस का प्रावधान किया जाए।इस दौरान रोष प्रदर्शन के बीच बार एसोसिएशन के वरिष्ठ अधिवक्ता एडवोकेट वीरेंद्र पाल ने कहा कि अब सुप्रीम कोर्ट भी उनकी हड़ताल को गैर कानूनी बता रहा है। अधिवक्ता कोई भी मांग करते हैं तो सुप्रीम कोर्ट द्वारा हवाला दिया जाता है कि वकील हड़ताल नहीं कर सकते हैं। यही नहीं अधिवक्ताओं ने इस बात पर भी कड़ा विरोध जताया जिसमें हाल ही में न्यायालय द्वारा एक आदेश जारी किया गया है कि वकील मनमानी फीस नहीं वसूल सकते हैं। वकीलों का कहना था कि वकील की फीस पर कोई लगाम नहीं है।","नाहन —अधिवक्ताओं की विभिन्न मांगों को लेकर बार काउंसिल ऑफ इंडिया के राष्ट्रीय आह्वान पर सोमवार को जिला सिरमौर के नाहन में जिला बार एसोसिएशन नाहन के दर्जनों वकील सड़कांे पर उतरे। इस दौरान अधिवक्ताओं ने जमकर नारेबाजी की तथा एडवोकेट के अधिकारों के हनन को लेकर अपनी आवाज उठाई। दर्जनों वकील बार एसोसिएशन कार्यालय से उपायुक्त कार्यालय तक नारेबाजी करते हुए पहुंचे तथा अपनी मांगों को लेकर खूब भड़ास निकाली। इस दौरान बार एसोसिएशन नाहन ने उपायुक्त सिरमौर के माध्यम से देश के सर्वोच्च न्यायालय के मुख्य न्यायाधीश, प्रदेश के महामहिम राज्यपाल के अलावा हिमाचल प्रदेश उच्च न्यायालय के मुख्य न्यायाधीश को ज्ञापन भेजा। बार एसोसिएशन नाहन के अध्यक्ष अमित अग्रवाल के नेतृत्व में सौंपे गए ज्ञापन में अधिवक्ताओं ने स्पष्टतौर पर कहा कि लंबे समय से अधिवक्ताओं की मांगों को नजरअंदाज किया जा रहा है। एसोसिएशन के सदस्यों ने बताया कि उनके अधिकारों का हनन किया जा रहा है, जिसके चलते देश भर के वकीलों को अपनी आवाज उठाने के लिए सड़कों पर उतरना पड़ा है। इस दौरान अधिवक्ताओं ने सरकार से मांग की कि वकीलों के वेलफेयर के लिए पेंशन व मेडिकल इंश्योरेंस का प्रावधान किया जाए।इस दौरान रोष प्रदर्शन के बीच बार एसोसिएशन के वरिष्ठ अधिवक्ता एडवोकेट वीरेंद्र पाल ने कहा कि अब सुप्रीम कोर्ट भी उनकी हड़ताल को गैर कानूनी बता रहा है। अधिवक्ता कोई भी मांग करते हैं तो सुप्रीम कोर्ट द्वारा हवाला दिया जाता है कि वकील हड़ताल नहीं कर सकते हैं। यही नहीं अधिवक्ताओं ने इस बात पर भी कड़ा विरोध जताया जिसमें हाल ही में न्यायालय द्वारा एक आदेश जारी किया गया है कि वकील मनमानी फीस नहीं वसूल सकते हैं। वकीलों का कहना था कि वकील की फीस पर कोई लगाम नहीं है।"
शाहजहांपुर के लोग कार में सवार होकर वृंदावन से लौट रहे थे। हादसे में चार लोग घायल हो गए जिन्हें जिला चिकित्सालय में भर्ती कराया गया है।,शाहजहांपुर के लोग कार में सवार होकर वृंदावन से लौट रहे थे। हादसे में चार लोग घायल हो गए जिन्हें जिला चिकित्सालय में भर्ती कराया गया है।
इस वजह से वेब सीरीज 'तांडव' में काम करने के लिए तुरंत तैयार हो गए सुनील ग्रोवर,इस वजह से वेब सीरीज 'तांडव' में काम करने के लिए तुरंत तैयार हो गए सुनील ग्रोवर
"बता दें कि वायुसेना पिछले कुछ वक्त से लगातार देश के अलग-अलग हिस्सों में नेशनल हाइवे पर इस तरह के एयरस्ट्रिप बनाने पर जोर दे रहा है। ये पहला नेशनल हाइवे है, जहां पर इस तरह तरह की एयरस्ट्रिप तैयार की गई है। इससे पहले उत्तर प्रदेश के आगरा-लखनऊ एक्सप्रेस वे पर भी सुखोई लैंड कर चुका है।","बता दें कि वायुसेना पिछले कुछ वक्त से लगातार देश के अलग-अलग हिस्सों में नेशनल हाइवे पर इस तरह के एयरस्ट्रिप बनाने पर जोर दे रहा है। ये पहला नेशनल हाइवे है, जहां पर इस तरह तरह की एयरस्ट्रिप तैयार की गई है। इससे पहले उत्तर प्रदेश के आगरा-लखनऊ एक्सप्रेस वे पर भी सुखोई लैंड कर चुका है।"
"हिंदी न्यूज़ › पश्चिम बंगाल › नड्डा हमले के बाद मुख्य सचिव और डीजीपी पर बिफरे राज्यपाल, कहा- संवैधानिक मशीनरी की विफलता का संकेत मिलता है","हिंदी न्यूज़ › पश्चिम बंगाल › नड्डा हमले के बाद मुख्य सचिव और डीजीपी पर बिफरे राज्यपाल, कहा- संवैधानिक मशीनरी की विफलता का संकेत मिलता है"
पशु चिकित्सकों की टीम ने किया गांव का दौरा,पशु चिकित्सकों की टीम ने किया गांव का दौरा
"एक इंटरव्यू के दौरान जब मधुरिका से पूछा गया कि उनके मुताबिक कौन शो के टॉप 3 कंटेस्टेंट्स हो सकते हैं? इस पर मधुरिमा ने कहा, सिद्धार्थ शुक्ला, असीम रियाज और शहनाज गिल-रश्मि देसाई टॉप 3 में जाएंगे।","एक इंटरव्यू के दौरान जब मधुरिका से पूछा गया कि उनके मुताबिक कौन शो के टॉप 3 कंटेस्टेंट्स हो सकते हैं? इस पर मधुरिमा ने कहा, सिद्धार्थ शुक्ला, असीम रियाज और शहनाज गिल-रश्मि देसाई टॉप 3 में जाएंगे।"
यूजर ऋषभ चौधरी ने सीएट टायर के मालिक हर्ष गोयनका पर भी निशाना साधा। यूजर ने लिखा कि हर्ष गोयनका खुद हिंदूफोबिक हैं। यूजर ने हर्ष गोयनका के एक पुराने ट्वीट को भी पोस्ट किया। एक अन्य यूजर अर्कदीप ने लिखा कि सबसे पहले हम खुद को एक होना होगा। एक अन्य यूजर अनंत ने कहा कि मैं सीएट टायर बदल दूंगा और अन्य लोगों को भी ऐसा करने को कहूंगा।,यूजर ऋषभ चौधरी ने सीएट टायर के मालिक हर्ष गोयनका पर भी निशाना साधा। यूजर ने लिखा कि हर्ष गोयनका खुद हिंदूफोबिक हैं। यूजर ने हर्ष गोयनका के एक पुराने ट्वीट को भी पोस्ट किया। एक अन्य यूजर अर्कदीप ने लिखा कि सबसे पहले हम खुद को एक होना होगा। एक अन्य यूजर अनंत ने कहा कि मैं सीएट टायर बदल दूंगा और अन्य लोगों को भी ऐसा करने को कहूंगा।
वायरल तस्वीर को गूगल पर रिवर्स सर्च करने से हमें तस्वीर से जुड़े कुछ रिपोर्ट्स और इससे मिलती-जुलती तस्वीरें भी देखने को मिलीं। 2019 में आदित्य ठाकरे ने महाराष्ट्र चुनाव के लिए वर्ली से नामांकन भरा था उस वक्त उनकी कई ऐसी तस्वीरों को बिलबोर्ड पर लगया गया था जिसमें कई सारी भाषाओं का इस्तेमाल किया गया था।,वायरल तस्वीर को गूगल पर रिवर्स सर्च करने से हमें तस्वीर से जुड़े कुछ रिपोर्ट्स और इससे मिलती-जुलती तस्वीरें भी देखने को मिलीं। 2019 में आदित्य ठाकरे ने महाराष्ट्र चुनाव के लिए वर्ली से नामांकन भरा था उस वक्त उनकी कई ऐसी तस्वीरों को बिलबोर्ड पर लगया गया था जिसमें कई सारी भाषाओं का इस्तेमाल किया गया था।
"आधिकारिक नोटिस के मुताबिक कैंडीडेट्स को रजिस्ट्रेशन के लिए कुछ निश्चित डॉक्युमेंट अपलोड करना होगा. इसमें दसवीं कक्षा का एडमिट कार्ड, दसवीं और 12वीं कक्षा की मार्कशीट, जाति प्रमाण पत्र, इनकम सर्टिफिकेट, आधार कार्ड की कॉपी इत्यादि लगाना होगा.","आधिकारिक नोटिस के मुताबिक कैंडीडेट्स को रजिस्ट्रेशन के लिए कुछ निश्चित डॉक्युमेंट अपलोड करना होगा. इसमें दसवीं कक्षा का एडमिट कार्ड, दसवीं और 12वीं कक्षा की मार्कशीट, जाति प्रमाण पत्र, इनकम सर्टिफिकेट, आधार कार्ड की कॉपी इत्यादि लगाना होगा."
मैंने अपना सौ प्रतिशत दिया है लेकिन इसके साथ ही ये डर भी है कि क्या दर्शकों को मेरा ये नया अवतार पसंद आएगा क्योंकि उन्होंने मुझे ऐसे कभी नहीं देखा है. एक एक्टर के तौर पर मुझे ये करने में बहुत मज़ा आया. ओटीटी बहुत रीयलिस्टिक है इसलिए करके मज़ा आया. टीवी में एक सीक्वेंस 17 एपिसोड तक खींचा जाता है.,मैंने अपना सौ प्रतिशत दिया है लेकिन इसके साथ ही ये डर भी है कि क्या दर्शकों को मेरा ये नया अवतार पसंद आएगा क्योंकि उन्होंने मुझे ऐसे कभी नहीं देखा है. एक एक्टर के तौर पर मुझे ये करने में बहुत मज़ा आया. ओटीटी बहुत रीयलिस्टिक है इसलिए करके मज़ा आया. टीवी में एक सीक्वेंस 17 एपिसोड तक खींचा जाता है.
"नई दिल्ली। कोलकाता नाइट राइडर्स (Kolkata Knight Riders) और राजस्थान रॉयल्स (Rajasthan Royals) के बीच बुधवार को दुबई इंटरनेशनल क्रिकेट स्टेडियम पर आईपीएल सीजन 13 (IPL 13) का 12वां मुकाबला खेला गया। इस मैच में कोलकाता ने 37 रनों से राजस्थान को हरा दिया। इसी के साथ कोलकाता ने इस सीजन में दूसरी जीत दर्ज की, लेकिन मैच के बीच राजस्थान के खिलाड़ी रॉबिन उथप्पा (robin uthappa) आईपीएल के नियमों की धज्जियां उड़ाते नजर आए। इस दौरान का उनका एक वीडियो सोशल मीडिया पर जंगल में आग की तरह वायरल हो रहा है।","नई दिल्ली। कोलकाता नाइट राइडर्स (Kolkata Knight Riders) और राजस्थान रॉयल्स (Rajasthan Royals) के बीच बुधवार को दुबई इंटरनेशनल क्रिकेट स्टेडियम पर आईपीएल सीजन 13 (IPL 13) का 12वां मुकाबला खेला गया। इस मैच में कोलकाता ने 37 रनों से राजस्थान को हरा दिया। इसी के साथ कोलकाता ने इस सीजन में दूसरी जीत दर्ज की, लेकिन मैच के बीच राजस्थान के खिलाड़ी रॉबिन उथप्पा (robin uthappa) आईपीएल के नियमों की धज्जियां उड़ाते नजर आए। इस दौरान का उनका एक वीडियो सोशल मीडिया पर जंगल में आग की तरह वायरल हो रहा है।"
सर्जरी से एक महीने पहले तक कराई गई जांच और डॉक्टर की कंसल्टेंसी फीस भी इंश्योरेंस कंपनी देगी,सर्जरी से एक महीने पहले तक कराई गई जांच और डॉक्टर की कंसल्टेंसी फीस भी इंश्योरेंस कंपनी देगी
समस्याओं को लेकर पूर्व विधायक ने दिया धरना,समस्याओं को लेकर पूर्व विधायक ने दिया धरना
"चीन के नेशनल स्पेस एडमिनिस्ट्रेशन ने बोला कि तियानवेन-1 को 23 जुलाई, 2020 को लॉन्च कर दिया गया है, जिसमें एक ऑर्बिटर, एक लैंडर और एक रोवर जुरोंग शामिल था। तियानवेन-1 ने तकरीबन 10 फरवरी को मंगल की कक्षा में प्रवेश करने के उपरांत से बहुत महत्वपूर्ण जानकारियां इक्कठा की हैं। इसके जरिए ही ग्रह पर बर्फीले यूटोपिया का पता लगाया जा सकेगा।","चीन के नेशनल स्पेस एडमिनिस्ट्रेशन ने बोला कि तियानवेन-1 को 23 जुलाई, 2020 को लॉन्च कर दिया गया है, जिसमें एक ऑर्बिटर, एक लैंडर और एक रोवर जुरोंग शामिल था। तियानवेन-1 ने तकरीबन 10 फरवरी को मंगल की कक्षा में प्रवेश करने के उपरांत से बहुत महत्वपूर्ण जानकारियां इक्कठा की हैं। इसके जरिए ही ग्रह पर बर्फीले यूटोपिया का पता लगाया जा सकेगा।"
"पुलिस सूत्रों के अनुसार गूगल के अलावा वाट्सएप, फेसबुक और इंस्ट्राग्राम पर चाइल्ड पोर्नोग्राफी से संबंधित फोटो अपलोड किए जा रहे हैं। इससे बच्चों के खिलाफ होने वाले अपराधों में वृद्धि होती है। इस तरह की गतिविधियों पर अंकुश लगाने के लिए केंद्र सरकार द्वारा कई तरह के एहतियाती कदम उठाए गए हैं। इसमें एक ऐसा साफ्टवेयर तैयार किया गया है कि जिससे किसी भी इंटरनेट साइट पर चाइल्ड पोर्नोग्राफी से संबंधित कोई फोटो या वीडियो आदि अपलोड होते ही साफ्टवेयर आटोमैटिक उससे जुड़ी डिटेल उठा लेता है और संबंधित एजेंसियां फोटो और वीडियो साइट देखकर पता लगा लेता है कि वह किस मोबाइल या लैपटाप से अपलोड किए गए हैं। साफ्टवेयर द्वारा उपलब्ध कराई गई डिटेल दिल्ली पुलिस के अलग-अलग जिले को उपलब्ध कराई गई है। इस जानकारी के आधार पर ही अलग-अलग जिलों में पाक्सो एक्ट सहित अन्य धाराओं में मामले दर्ज हो रहे हैं।","पुलिस सूत्रों के अनुसार गूगल के अलावा वाट्सएप, फेसबुक और इंस्ट्राग्राम पर चाइल्ड पोर्नोग्राफी से संबंधित फोटो अपलोड किए जा रहे हैं। इससे बच्चों के खिलाफ होने वाले अपराधों में वृद्धि होती है। इस तरह की गतिविधियों पर अंकुश लगाने के लिए केंद्र सरकार द्वारा कई तरह के एहतियाती कदम उठाए गए हैं। इसमें एक ऐसा साफ्टवेयर तैयार किया गया है कि जिससे किसी भी इंटरनेट साइट पर चाइल्ड पोर्नोग्राफी से संबंधित कोई फोटो या वीडियो आदि अपलोड होते ही साफ्टवेयर आटोमैटिक उससे जुड़ी डिटेल उठा लेता है और संबंधित एजेंसियां फोटो और वीडियो साइट देखकर पता लगा लेता है कि वह किस मोबाइल या लैपटाप से अपलोड किए गए हैं। साफ्टवेयर द्वारा उपलब्ध कराई गई डिटेल दिल्ली पुलिस के अलग-अलग जिले को उपलब्ध कराई गई है। इस जानकारी के आधार पर ही अलग-अलग जिलों में पाक्सो एक्ट सहित अन्य धाराओं में मामले दर्ज हो रहे हैं।"
"- 21 सितंबर, मंगलवार को प्रतिपदा का श्राद्ध किया जाएगा","- 21 सितंबर, मंगलवार को प्रतिपदा का श्राद्ध किया जाएगा"
31 मई तक बह चुके तेल का इस्तेमाल यदि परिवहन के साधनों में किया जाता तो अमेरिका का एक मालवाहक ट्रक 40 लाख मील लंबे अमेरिकी राजमार्ग के 17 फेरे लगा सकता था।,31 मई तक बह चुके तेल का इस्तेमाल यदि परिवहन के साधनों में किया जाता तो अमेरिका का एक मालवाहक ट्रक 40 लाख मील लंबे अमेरिकी राजमार्ग के 17 फेरे लगा सकता था।
"एंड्रॉयड फोन यूजर्स सबसे पहले फोन की सेटिंग्स में जाएं। इसके बाद एप्लीकेशन/एप/एप एंड नोटिफिकेशन पर जाएं। कई फोन में यह विकल्प अलग अलग हो सकते हैं। इस विकल्प पर क्लिक करने के बाद फोन स्क्रीन पर वे सभी फीचर्स आ जाएंगी, जिन्हें ऐप्स इस्तेमाल कर सकते हैं। उदाहरण के रूप में समझें तो SMS वाले विकल्प को खोलें और देखें कि कौन-कौन से ऐप्स आपकी मैसेज को पढ़ते या देखते हैं। इस सूची में अगर कोई गैर जरूरी ऐप्स दिखता है तो उसे वहां से हटा भी सकते हैं, जिसके बाद वह आपके मैसेज नहीं पढ़ पाएगा।","एंड्रॉयड फोन यूजर्स सबसे पहले फोन की सेटिंग्स में जाएं। इसके बाद एप्लीकेशन/एप/एप एंड नोटिफिकेशन पर जाएं। कई फोन में यह विकल्प अलग अलग हो सकते हैं। इस विकल्प पर क्लिक करने के बाद फोन स्क्रीन पर वे सभी फीचर्स आ जाएंगी, जिन्हें ऐप्स इस्तेमाल कर सकते हैं। उदाहरण के रूप में समझें तो SMS वाले विकल्प को खोलें और देखें कि कौन-कौन से ऐप्स आपकी मैसेज को पढ़ते या देखते हैं। इस सूची में अगर कोई गैर जरूरी ऐप्स दिखता है तो उसे वहां से हटा भी सकते हैं, जिसके बाद वह आपके मैसेज नहीं पढ़ पाएगा।"
"यूकेडी का कहना है कि इस सब्ज़ी मंडी में सभी सब्ज़ी की ठेलियां वाले राज्य के बाहर के लोग हैं जो यहां के मूलनिवासियों के साथ बदतमीजी भी करते हैं. उत्तराखंड क्रान्ति दल इसे बर्दाश्त नहीं करेगा. इसी प्रकार की अवैध सब्ज़ी मंडियां माता मंदिर रोड, सरस्वती विहार चौक, नेहरु कॉलोनी, नत्थुवाला प्राथमिक स्कूल के पास, निरंजनपुर लाल पुल के पास भी लगती हैं जिनसे नगर निगम अवैध वसूली करके भ्रष्टाचार कर रहा है.","यूकेडी का कहना है कि इस सब्ज़ी मंडी में सभी सब्ज़ी की ठेलियां वाले राज्य के बाहर के लोग हैं जो यहां के मूलनिवासियों के साथ बदतमीजी भी करते हैं. उत्तराखंड क्रान्ति दल इसे बर्दाश्त नहीं करेगा. इसी प्रकार की अवैध सब्ज़ी मंडियां माता मंदिर रोड, सरस्वती विहार चौक, नेहरु कॉलोनी, नत्थुवाला प्राथमिक स्कूल के पास, निरंजनपुर लाल पुल के पास भी लगती हैं जिनसे नगर निगम अवैध वसूली करके भ्रष्टाचार कर रहा है."
"वीवो वाई सीरीज के इस फोन को आप फ्लिपकार्ट पर 9,490 रुपये में खरीद सकते हैं। यह स्मार्टफोन ऐगेट रेड कलर के साथ ही 3 जीबी रैम और 32 जीबी स्टोरेज ऑप्शन में पेश किया गया है। वीवो वाई11 की बाकी खूबियों की बात करें तो इसमें 6.35 इंच का HD+ डिस्प्ले दिया गया है, जिसका स्क्रीन रिजॉल्यूशन 720x1544 पिक्सल है। Android 9.0 (Pie) बेस्ड Funtouch 9.1 ऑपरेटिंग सिस्टम से लैस इस फोन में Qualcomm Snapdragon 439 प्रोसेसर लगा है। वीवो वाई11 में 5000 mAh की बैटरी है, जो कि 10W चार्जिंग सपोर्ट करती है। वहीं कैमरे की बात करें तो इसमें 8 मेगापिक्सल सेल्फी कैमरा के साथ ही 13 मेगापिक्सल प्राइमरी सेंसर वाला डुअल रियर कैमरा सेटअप दिया गया है।","वीवो वाई सीरीज के इस फोन को आप फ्लिपकार्ट पर 9,490 रुपये में खरीद सकते हैं। यह स्मार्टफोन ऐगेट रेड कलर के साथ ही 3 जीबी रैम और 32 जीबी स्टोरेज ऑप्शन में पेश किया गया है। वीवो वाई11 की बाकी खूबियों की बात करें तो इसमें 6.35 इंच का HD+ डिस्प्ले दिया गया है, जिसका स्क्रीन रिजॉल्यूशन 720x1544 पिक्सल है। Android 9.0 (Pie) बेस्ड Funtouch 9.1 ऑपरेटिंग सिस्टम से लैस इस फोन में Qualcomm Snapdragon 439 प्रोसेसर लगा है। वीवो वाई11 में 5000 mAh की बैटरी है, जो कि 10W चार्जिंग सपोर्ट करती है। वहीं कैमरे की बात करें तो इसमें 8 मेगापिक्सल सेल्फी कैमरा के साथ ही 13 मेगापिक्सल प्राइमरी सेंसर वाला डुअल रियर कैमरा सेटअप दिया गया है।"
"शारदीय नवरात्र के तीसरे दिन माँ चन्द्र घंटा के दर्शन पूजन की मान्यता है. काशी में माता रानी चंद्रघंटा के दर्शन करने से सभी कष्ट दूर हो जाते है. माँ चंद्रघंटा का मन्दिर काशी में चौक पर स्थित हैं. यहाँ माता के दर्शनों को आने वाले भक्तों की भीड़ नवरात्र में बहुत देखने को मिलती है. माता के अलौकिक स्वरूप का दर्शन करने के लिए भक्त माला, चुनरी, नारियल लेकर लंबी- लंबी कतारों में खड़े रहते हैं.","शारदीय नवरात्र के तीसरे दिन माँ चन्द्र घंटा के दर्शन पूजन की मान्यता है. काशी में माता रानी चंद्रघंटा के दर्शन करने से सभी कष्ट दूर हो जाते है. माँ चंद्रघंटा का मन्दिर काशी में चौक पर स्थित हैं. यहाँ माता के दर्शनों को आने वाले भक्तों की भीड़ नवरात्र में बहुत देखने को मिलती है. माता के अलौकिक स्वरूप का दर्शन करने के लिए भक्त माला, चुनरी, नारियल लेकर लंबी- लंबी कतारों में खड़े रहते हैं."
"संक्रमित तमिलनाडु में 77 नए मामले सामने आए हैं और कोरोना पीड़ितों का आंकड़ा 911 हो गया है। इनमें से भी ज्यादातर तब्लीगी हैं। 10 दिन पहले तक राज्य में संक्रमितों की संख्या 50 से कुछ ज्यादा थी। लेकिन दिल्ली से तब्लीगी क्या लौटे महामारी को साथ लेते गए और राज्य के हालात ही बदल गए। कर्नाटक में 10 नए केस मिले हैं और संक्रमित 207 हो गए हैं। जबकि, आंध्र प्रदेश में दो नए केस के साथ आंकड़ा 365 हो गया और केरल में सात मरीजों के साथ अभी तक कुल 364 संक्रमित सामने आए हैं। नए मामलों में दो तब्लीगी जमात से जुड़े हैं। साथ ही कुल संक्रमितों में स्वस्थ हो चुके 124 लोग भी शामिल हैं।","संक्रमित तमिलनाडु में 77 नए मामले सामने आए हैं और कोरोना पीड़ितों का आंकड़ा 911 हो गया है। इनमें से भी ज्यादातर तब्लीगी हैं। 10 दिन पहले तक राज्य में संक्रमितों की संख्या 50 से कुछ ज्यादा थी। लेकिन दिल्ली से तब्लीगी क्या लौटे महामारी को साथ लेते गए और राज्य के हालात ही बदल गए। कर्नाटक में 10 नए केस मिले हैं और संक्रमित 207 हो गए हैं। जबकि, आंध्र प्रदेश में दो नए केस के साथ आंकड़ा 365 हो गया और केरल में सात मरीजों के साथ अभी तक कुल 364 संक्रमित सामने आए हैं। नए मामलों में दो तब्लीगी जमात से जुड़े हैं। साथ ही कुल संक्रमितों में स्वस्थ हो चुके 124 लोग भी शामिल हैं।"
