source,target
"এসেই , কাউকে কি খবর কেনম থাকিবে বলাটুকুও নেই , বড় মামাকে–তোমার সঙ্গে আমার কথা আে ।","এসেই , কাউকে কি খবর কেমন থাকিবে বলাটুকুও নেই , বড় মামাকে–তোমার সঙ্গে আমার কথা আছে ।"
"শ্রমিক এখানে শ্রম-সময়ের ঘনীভূত রূপ ছাড়া আর কিছুই নয়। এবং অভিজিতের নৃশংস হত্যাকাণ্ড দেখার পর দেশে ফেরার আমার যে দুর্দমনীয় ইচ্ছে থাকিবে , সেটি মরে পড়ে রয়েছে উপুড় হয়ে , যেভাবে অভিজিৎ পড়ে ছিল নিজের রক্তের ওপর ।","শ্রমিক এখানে শ্রম-সময়ের ঘনীভূত রূপ ছাড়া আর কিছুই নয়। এবং অভিজিতের নৃশংস হত্যাকাণ্ড দেখার পর দেশে ফেরার আমার যে দুর্দমনীয় ইচ্ছে থাকিবে , সেটি মরে পড়ে রয়েছে উপুড় হয়ে , যেভাবে অভিজিৎ পড়ে ছিল নিজের রক্তের ওপর ।"
"বয়স আট নয় হবে , ানক বেয়ে সর্দি ঝুলছে , ছাতা পড়া গা , চুল রোদে পুড়ে লাল , পরনে একটি ময়লা হাফপ্যান্ট কেবল , একসময় শাদা থাকিবে বোধহয় এর রং , এখন মেটে রঙের , পুরু কাদা জমে শুকিয়ে আছে পায়ে ।","বয়স আট নয় হবে , নাক বেয়ে সর্দি ঝুলছে , ছাতা পড়া গা , চুল রোদে পুড়ে লাল , পরনে একটি ময়লা হাফপ্যান্ট কেবল , একসময় শাদা থাকিবে বোধহয় এর রং , এখন মেটে রঙের , পুরু কাদা জমে শুকিয়ে আছে পায়ে ।"
তুমিএবং আমি বাজারে কেবল একটি নিয়ই জানি-পণ্য-বিনিময়ের নিবমটি।,তুমি এবং আমি বাজারে কেবল একটি নিয়মই জানি-পণ্য-বিনিময়ের নিবমটি।
"চেহাকাই ন়, ভাষা পর্যন্ত বদলে গেছে তার।","চেহাকাই নয়, ভাষা পর্যন্ত বদলে গেছে তার।"
"রোগী শুতে আছে শাদা বিছানায় । এবং তোমাকে অনেক অনেক ভালোবাসা দেবার জন্য হৃদয় পেতে বসে থাকিব মা , তোমার কাছে পৌঁছোবার কোনও সাধ্য আমার ছিল না ।","রোগী শুতে আছে শাদা বিছানায় । এবং তোমাকে অনেক অনেক ভালোবাসা দেবার জন্য হৃদয় পেতে বসে থাকিব মা , তোমার কাছে পৌঁছোবার কোনও সাধ্য আমার ছিল না ।"
"অনেক পর্নতারকা জীবনের একটা সময়ে এসে স্বীকার করেছে তাদের ওই ইয়েসগুলো আসলে ইয়েস আছে না , ওগুলো আসলেনো ছিল ।","অনেক পর্নতারকা জীবনের একটা সময়ে এসে স্বীকার করেছে তাদের ওই ইয়েসগুলো আসলে ইয়েস আছে না , ওগুলো আসলে নো ছিল ।"
"এই আন্দোলনের ফলে ওয়েক্সফোর্ড, কিলকেনি, ক্লনমেল, ওয়াটার ফোর্ড প্রভৃতি স্থানে শুধু দিনের বেলায় কাজ করার নিয়ম সফলভাবে প্রতিষ্ঠিত হয়। এবং তারপরে পকেটের কানাকড়ি যা থাকিবে , ভিখিরির হাতে দিয়ে বলেন–ভাল মন্দ কিছু খাইও ।","এই আন্দোলনের ফলে ওয়েক্সফোর্ড, কিলকেনি, ক্লনমেল, ওয়াটার ফোর্ড প্রভৃতি স্থানে শুধু দিনের বেলায় কাজ করার নিয়ম সফলভাবে প্রতিষ্ঠিত হয়। এবং তারপরে পকেটের কানাকড়ি যা থাকিবে , ভিখিরির হাতে দিয়ে বলেন–ভাল মন্দ কিছু খাইও ।"
শ্রমিকদের মজুরি-বঞ্চিত শ্রমেই এখানে পরিণত করা হয়েছে এই প্রতিযোগিত চালাবার বৎসর।,শ্রমিকদের মজুরি-বঞ্চিত শ্রমকেই এখানে পরিণত করা হয়েছে এই প্রতিযোগিত চালাবার বৎসর।
"কাগজে এখন লেখালেখি হচ্ছে রুদ্র সত্তর দশকের অন্যতম প্রধান কবি , স্বৈরাচার বিরোধী আন্দোলনে রুদ্রর ভূমিকা এক আছে সেই ছিল , রদু্র আপসহীন ছিল , জাতীয় কবিতা পরিষদ ও সম্মিলিত সাংস্কৃতিক জোটের সে প্রতিষ্ঠাতা সদস্য ছিল ।","কাগজে এখন লেখালেখি হচ্ছে রুদ্র সত্তর দশকের অন্যতম প্রধান কবি , স্বৈরাচার বিরোধী আন্দোলনে রুদ্রর ভূমিকা এক আছে সেই ছিল , রুদ্র আপসহীন ছিল , জাতীয় কবিতা পরিষদ ও সম্মিলিত সাংস্কৃতিক জোটের সে প্রতিষ্ঠাতা সদস্য ছিল ।"
ইস্কুল থেকে ফিরে বাঘা কুকুরটি আমাদের উঠোনে শুলে আছে দেখে আধলা ইট তুলেকুকুরটিকে ছুঁড়েছিলাম ।,ইস্কুল থেকে ফিরে বাঘা কুকুরটি আমাদের উঠোনে শুলে আছে দেখে আধলা ইট তুলে কুকুরটিকে ছুঁড়েছিলাম ।
"শ্রমশক্তি বা এমক্ষমতা বলতে বুঝতে হবে কোন মনুষের থেকে যে সব মানসিক ও শারীরিক ক্ষমতা থাকে , যে ক্ষমতাসমূহকে সে যে - কোন ধরনের ব্যবহার - মূল্য উৎপাদন করতে গেলেই প্রয়োগ করে — যেই সব ক্ষমতার মোট সমষ্টিকে ।","শ্রমশক্তি বা এমক্ষমতা বলতে বুঝতে হবে কোন মানুষের থেকে যে সব মানসিক ও শারীরিক ক্ষমতা থাকে , যে ক্ষমতাসমূহকে সে যে - কোন ধরনের ব্যবহার - মূল্য উৎপাদন করতে গেলেই প্রয়োগ করে — যেই সব ক্ষমতার মোট সমষ্টিকে ।"
রাতে কাজের জন্য বাড়তিকিছু পাইনা।,রাতে কাজের জন্য বাড়তি কিছু পাইনা।
"জুয়েলের এ দেশে আসার গল্পটি শুনো শুনতে নীলা গেলাসে আরও ওয়াইন ঢালে । এবং তারপরে অভিযুক্ত ভদ্রলোকের শপথের বদলে শুধু সত্যকথা বলবার প্রতিশ্রুতি দেন কারণ ধর্মভীরু হিসেবে শপথ নেওয়া তাদের ধর্মে বাধে, এবং বলেন যে তারা এইসব অসুখী শিশুদের জন্য অত্যন্ত দয়াপরবশ হয়ে তাদের ৪ ঘণ্টা ঘুমাবার সময় দিয়েছিলেন কিন্তু অবাধ্য শিশুরা কিছুতেই ঘুমাতে চায় না।","জুয়েলের এ দেশে আসার গল্পটি শুনো শুনতে নীলা গেলাসে আরও ওয়াইন ঢালে । এবং তারপরে অভিযুক্ত ভদ্রলোকের শপথের বদলে শুধু সত্যকথা বলবার প্রতিশ্রুতি দেন কারণ ধর্মভীরু হিসেবে শপথ নেওয়া তাদের ধর্মে বাধে, এবং বলেন যে তারা এইসব অসুখী শিশুদের জন্য অত্যন্ত দয়াপরবশ হয়ে তাদের ৪ ঘণ্টা ঘুমাবার সময় দিয়েছিলেন কিন্তু অবাধ্য শিশুরা কিছুতেই ঘুমাতে চায় না।"
"মুছে যাওয়া দিনগুলি আমারে যে পিছু ডাক ে, গানটি শুনো শুনতে , একদিন আবিষ্কার করি দাদা কাঁদছেন , আমাকে লক্ষ করেননি তিনিআমি যে নিঃশব্দে ঢুকেছি ঘরে ।","মুছে যাওয়া দিনগুলি আমারে যে পিছু ডাকে , গানটি শুনো শুনতে , একদিন আবিষ্কার করি দাদা কাঁদছেন , আমাকে লক্ষ করেননি তিনি আমি যে নিঃশব্দে ঢুকেছি ঘরে ।"
"শিশুদের সাক্ষ্য থেকে বয়স্কদের বিশেষ করে বালিকা ও নারীদের অবস্থা সম্পর্কেও আমরা একটা ধারণা করে নিতে পারি, এবং সেটা শিল্পের এমন একটা শাখায়, যার পাশে সুতোকলকে মনে হবে মনোমত ও স্বাস্থ্যকর শিল্প বলে। এবং আমু আর অপেক্ষা করতে পারছি না।","শিশুদের সাক্ষ্য থেকে বয়স্কদের বিশেষ করে বালিকা ও নারীদের অবস্থা সম্পর্কেও আমরা একটা ধারণা করে নিতে পারি, এবং সেটা শিল্পের এমন একটা শাখায়, যার পাশে সুতোকলকে মনে হবে মনোমত ও স্বাস্থ্যকর শিল্প বলে। এবং আমু আর অপেক্ষা করতে পারছি না।"
"নীলাকে একদিন হাতে খেতেদ েখে বেনোয়া বড় বড় চোখ করে যেন আফ্রিকার জঙ্গল দেখছে তাকিয়েছিল বলে নীলা হাত ধুয়ে কাঁটা আর ছুরিতে খেতে শুরু করে , দেখে বেনোয়া সান্ত্বনা দিয়ে বলেছে , হাতেই খাইলে না , লজ্জা কীসের , আমরা আর কবে থেকে কাঁটা ছুরিতে খাই !","নীলাকে একদিন হাতে খেতে দেখে বেনোয়া বড় বড় চোখ করে যেন আফ্রিকার জঙ্গল দেখছে তাকিয়েছিল বলে নীলা হাত ধুয়ে কাঁটা আর ছুরিতে খেতে শুরু করে , দেখে বেনোয়া সান্ত্বনা দিয়ে বলেছে , হাতেই খাইলে না , লজ্জা কীসের , আমরা আর কবে থেকে কাঁটা ছুরিতে খাই !"
"আলেয়া বেগমের হাসিব হাসি মুখ , ঝকমকে শাড়ি , গায়ের গয়না দেখে সুধাময় ভাবেন কিরণময়ীকি তাঁর সামনে ম্লান বোধ করছেন ?","আলেয়া বেগমের হাসিব হাসি মুখ , ঝকমকে শাড়ি , গায়ের গয়না দেখে সুধাময় ভাবেন কিরণময়ী কি তাঁর সামনে ম্লান বোধ করছেন ?"
"রেল কোম্পানির চাকরি, গোবিন্দর পরিবারে লক্ষ্মীর ঝাঁপিথ টাকা, প্রয়োজনের নয় শ্রদ্ধার। এবং তারপরে মুছে যাওয়া দিনগুলি আমারে যে পিছু ডাকে , গানটি শুনো শুনতে , একদিন আবিষ্কার করি দাদা কাঁদছেন , আমাকে লক্ষ করেননি তিনি আমি যে নিঃশব্দে ঢুকেছি ঘরে ।","রেল কোম্পানির চাকরি, গোবিন্দর পরিবারে লক্ষ্মীর ঝাঁপিথ টাকা, প্রয়োজনের নয় শ্রদ্ধার। এবং তারপরে মুছে যাওয়া দিনগুলি আমারে যে পিছু ডাকে , গানটি শুনো শুনতে , একদিন আবিষ্কার করি দাদা কাঁদছেন , আমাকে লক্ষ করেননি তিনি আমি যে নিঃশব্দে ঢুকেছি ঘরে ।"
সুতরাং তুমি হলেআমার দৈনিক শ্রম শক্তি ব্যবহারের অধিকারী।,সুতরাং তুমি হলে আমার দৈনিক শ্রম শক্তি ব্যবহারের অধিকারী।
"মানবতা বলে একটি কথা থাকিবে , আদর্শ বলেও একটি কথা আছে । ও ঘুমিয়ে ছিল এমন শিথিল পড়ে ছিল সুরঞ্জন বিছানায় ।","মানবতা বলে একটি কথা থাকিবে , আদর্শ বলেও একটি কথা আছে । ও ঘুমিয়ে ছিল এমন শিথিল পড়ে ছিল সুরঞ্জন বিছানায় ।"
"সুতরাং এম-দিবস নির্ধারণযোগ্য কিন্তু, আপাততঃ অনির্ধারিত। এবং মোটর উপর মালিকরা সক্রোধে এই প্রস্তাবটির বিরোধিতা করেন।","সুতরাং এম-দিবস নির্ধারণযোগ্য কিন্তু, আপাততঃ অনির্ধারিত। এবং মোটর উপর মালিকরা সক্রোধে এই প্রস্তাবটির বিরোধিতা করেন।"
"কলাপাতা রঙের সবুজে ছেয়েথাকিবে ঘাস , সবুজ পাতার পোশাকে সেজে আছে প্যারিস ।","কলাপাতা রঙের সবুজে ছেয়ে থাকিবে ঘাস , সবুজ পাতার পোশাকে সেজে আছে প্যারিস ।"
"উদ্বৃত্ত-মূল্য সম্পর্কে এ পর্যন্ত আমরা যে-আলোচনা করেছ, তা থেকে এটা অনুত হয় যে, যে-কোনো পরিমাণ অর্থ বা মূল্যের অংককেই খুশিমত মূলধনে রূপান্তরিত করা যায় না।","উদ্বৃত্ত-মূল্য সম্পর্কে এ পর্যন্ত আমরা যে-আলোচনা করেছি, তা থেকে এটা অনুত হয় যে, যে-কোনো পরিমাণ অর্থ বা মূল্যের অংককেই খুশিমত মূলধনে রূপান্তরিত করা যায় না।"
"নীলাকে একদিন হাতে খেতে দেখে বেনোয়া বড় বড় চোখ করে যেন আফ্রিকার জঙ্গল দেখছে তাকিয়েছিল বলে নীলা হাত ধুয়ে কাঁটা আর ছুরিতে খেতে শুরু করে , দেখে বেনোয়া সান্ত্বনা দিয়ে বলেছে , হাতেই খাইলে না , লজ্জা কীসের , আমরাআর কবে থেকে কাঁটা ছুরিতে খাই !","নীলাকে একদিন হাতে খেতে দেখে বেনোয়া বড় বড় চোখ করে যেন আফ্রিকার জঙ্গল দেখছে তাকিয়েছিল বলে নীলা হাত ধুয়ে কাঁটা আর ছুরিতে খেতে শুরু করে , দেখে বেনোয়া সান্ত্বনা দিয়ে বলেছে , হাতেই খাইলে না , লজ্জা কীসের , আমরা আর কবে থেকে কাঁটা ছুরিতে খাই !"
"পিঢা বললেন, অহহ কী দুর্মতি।","পিঢা বললেন, অহহা কী দুর্মতি।"
"ইংলিশ চ্যানেল এর অপর পারে স্কটল্যাণ্ডের কৃষি-শ্রমিক, লাঙ্গল চাষী, অত্যন্ত প্রতিকূল জলবায়ুতে তের চদো্দ ঘণ্টা শ্রম এবং রবিবারে অতিরিক্ত চার ঘণ্টা শ্রমের এই দেশে আবার রবিবারকে পবিত্র ছুটির দীন মনে করা হয় !","ইংলিশ চ্যানেল এর অপর পারে স্কটল্যাণ্ডের কৃষি-শ্রমিক, লাঙ্গল চাষী, অত্যন্ত প্রতিকূল জলবায়ুতে তের চোদ্দ ঘণ্টা শ্রম এবং রবিবারে অতিরিক্ত চার ঘণ্টা শ্রমের এই দেশে আবার রবিবারকে পবিত্র ছুটির দীন মনে করা হয় !"
"শ্রমশক্তি বা এমক্ষমতা বলতে বুঝতে হবে কোন মানুষের থেকে যে সব মানসিক ও শারীরিক ক্ষমতা থাক , যে ক্ষমতাসমূহকে সে যে - কোন ধরনের ব্যবহার - মূল্য উৎপাদন করতে গেলেই প্রয়োগ করে — যেই সব ক্মতার মোট সমষ্টিকে ।","শ্রমশক্তি বা এমক্ষমতা বলতে বুঝতে হবে কোন মানুষের থেকে যে সব মানসিক ও শারীরিক ক্ষমতা থাকে , যে ক্ষমতাসমূহকে সে যে - কোন ধরনের ব্যবহার - মূল্য উৎপাদন করতে গেলেই প্রয়োগ করে — যেই সব ক্ষমতার মোট সমষ্টিকে ।"
"অতএব , আমরা এইসিদ্ধান্্ত করতে বাধ্য হই যে পরিবর্তনের সূচনা হয় পণ্যটির ব্যবহার মূল্যের থেকে অর্থাৎ যার পরিভোগর থেকে ।","অতএব , আমরা এই সিদ্ধান্ত করতে বাধ্য হই যে পরিবর্তনের সূচনা হয় পণ্যটির ব্যবহার মূল্যের থেকে অর্থাৎ যার পরিভোগর থেকে ।"
যাতে করে সে তা করতে পারে সেইজন্য তাকে হতে হবে যার নিজের শ্রমক্ষমতার তথা নিজের ব্যক্তিসত্তার নিঃশত মালিক,যাতে করে সে তা করতে পারে সেইজন্য তাকে হতে হবে যার নিজের শ্রমক্ষমতার তথা নিজের ব্যক্তিসত্তার নিঃশত মালিক ।
তার একটি অংশ নিশ্চয়ই নির্ধারিত হয় স্বয়ং শ্রমিকের শ্রমশক্তির পুনরুৎপাদনেের জন্য প্রয়োজনীয় শ্রম-সময়ের দ্বারা।,তার একটি অংশ নিশ্চয়ই নির্ধারিত হয় স্বয়ং শ্রমিকের শ্রমশক্তির পুনরুৎপাদনের জন্য প্রয়োজনীয় শ্রম-সময়ের দ্বারা।
"দানিয়ুবের তীরবর্তী ছিল। উদ্ধও শ্রমের প্রতি লোভের সঙ্গে ইংল্যাণ্ডের কারখানাগুলিতে ঐ একই লোভের তুলনা করলে একটি গুরুত্ব আছে, কারণ চুক্তিবদ্ধ শ্রমে উদ্বৃত্ত শ্রমের একটি স্বতন্ত্র ও প্রত্যক্ষ রূপ রাজ্যগুলিতে","দানিয়ুবের তীরবর্তী রাজ্যগুলিতে উদ্ধও শ্রমের প্রতি লোভের সঙ্গে ইংল্যাণ্ডের কারখানাগুলিতে ঐ একই লোভের তুলনা করলে একটি গুরুত্ব আছে, কারণ চুক্তিবদ্ধ শ্রমে উদ্বৃত্ত শ্রমের একটি স্বতন্ত্র ও প্রত্যক্ষ রূপ ছিল।"
"গৌরের জয় গেয়েছিল আর্যরা , গৌর উত্তম , কালো অধম , গৌর প্রভু , কালো দাস , গৌর বড় , কালো ছোট , বড় জাত , ছোট জাত , ওই থাকবে ধর্ম ওদের , ওই িল সমাজ ।","গৌরের জয় গেয়েছিল আর্যরা , গৌর উত্তম , কালো অধম , গৌর প্রভু , কালো দাস , গৌর বড় , কালো ছোট , বড় জাত , ছোট জাত , ওই থাকিবে ধর্ম ওদের , ওই ছিল সমাজ ।"
"শ্রম - দিবসের এই অংশটিকে আমি বলি উদ্বৃত্ত শ্রম - সময় । , ধনিক ও জমিদার শাসিত একটি রাষ্ট্রের দ্বারা প্রণীত এই আইনগুলি বলপূর্বক শ্রম দিবসকে সীমাবদ্ধ করে মূলধন কর্তৃক শ্রম শক্তিকে যথেচ্ছভাবে শোষণের লালসাকে খর্ব করে।","শ্রম - দিবসের এই অংশটিকে আমি বলি উদ্বৃত্ত শ্রম - সময় । , ধনিক ও জমিদার শাসিত একটি রাষ্ট্রের দ্বারা প্রণীত এই আইনগুলি বলপূর্বক শ্রম দিবসকে সীমাবদ্ধ করে মূলধন কর্তৃক শ্রম শক্তিকে যথেচ্ছভাবে শোষণের লালসাকে খর্ব করে।"
এই শেষোক্ত ধারাটিতেই প্রকাশ পাচ্ছে এই েসকেলে ঘরোয়াধরনের শিল্পটিতে অতিরিক্ত খাটুনির বিপুল বোঝা।,এই শেষোক্ত ধারাটিতেই প্রকাশ পাচ্ছে এই সেকেলে ঘরোয়া ধরনের শিল্পটিতে অতিরিক্ত খাটুনির বিপুল বোঝা।
আমি দিল্লিতে থাকিব শুনে কলকাতাবদলে গন্তব্য দিল্লি কে নিয়েছে শুধু ।,আমি দিল্লিতে থাকিব শুনে কলকাতা বদলে গন্তব্য দিল্লি করে নিয়েছে শুধু ।
"না , যেমনন থাকিবে চারদিক , তেমনই আছে ।","না , যেমন থাকিবে চারদিক , তেমনই আছে ।"
"ঘরে ফিরে যাওয়া সুস্থ মানুষটিকে দেখতে গিয়ে দেখি ঘর ভর্তি মানুষ , লেবানের ঘ্রাণ , রুদ্র চোখ বুজে শুলে আছে , রুদ্রর সারা শরীর সাদা কাপড়ে ঢাকা । , উদাহরণস্বরূপ উইলটের হরনিংহামের কথা বলা যায় সেখানে মাসিক মজুরীর ব্যবস্থা আছে ।","ঘরে ফিরে যাওয়া সুস্থ মানুষটিকে দেখতে গিয়ে দেখি ঘর ভর্তি মানুষ , লেবানের ঘ্রাণ , রুদ্র চোখ বুজে শুলে আছে , রুদ্রর সারা শরীর সাদা কাপড়ে ঢাকা । , উদাহরণস্বরূপ উইলটের হরনিংহামের কথা বলা যায় সেখানে মাসিক মজুরীর ব্যবস্থা আছে ।"
ছোটোলোকেরা যা চালাঁ দয়?,ছোটোলোকেরা যা চালাঁ দেয়?
"এর মধ্যে কতটা সত্যি ছিল জানি না , কারণ অতীতেও তার সততায় সংশয় ছিল । এবং দিনের একটা অংশে এই শক্তিকে বিশ্রাম করতে হবে, ঘুমোতে হবে; আর এক অংশে মানুষটিকে অন্যান্য দৈহিক প্রয়োজন মেটাতে হবে, নিজেকে খাওয়াতে, খোয়াতে এবং পরাতে হবে।","এর মধ্যে কতটা সত্যি ছিল জানি না , কারণ অতীতেও তার সততায় সংশয় ছিল । এবং দিনের একটা অংশে এই শক্তিকে বিশ্রাম করতে হবে, ঘুমোতে হবে; আর এক অংশে মানুষটিকে অন্যান্য দৈহিক প্রয়োজন মেটাতে হবে, নিজেকে খাওয়াতে, খোয়াতে এবং পরাতে হবে।"
"রাতে বিছানায় শুলে মনে হয় সাপ কুন্ডুলি পাকিয়ে শুয়ে আছে খাটের নিচে , সাপ উঠে আসছে ধীরে ধীরে বছানায় , বালিশের তলায় , গায়ের ওপর ।","রাতে বিছানায় শুলে মনে হয় সাপ কুন্ডুলি পাকিয়ে শুয়ে আছে খাটের নিচে , সাপ উঠে আসছে ধীরে ধীরে বিছানায় , বালিশের তলায় , গায়ের ওপর ।"
"দানিয়ুবের তীরবর্তী রাজ্যগুলিতে উদ্ধও শ্রমের প্রতিলোভের সঙ্গে ইংল্যাণ্ডের কারখানাগুলিতে ঐ একই লোভের তুলনা করলে একটি গুরুত্ব আছে, কারণ চুক্তিবদ্ধ শ্রমে উদ্বৃত্ত শ্রমের একটি স্বতন্ত্র ও প্রত্যক্ষ রূপ ছিল।","দানিয়ুবের তীরবর্তী রাজ্যগুলিতে উদ্ধও শ্রমের প্রতি লোভের সঙ্গে ইংল্যাণ্ডের কারখানাগুলিতে ঐ একই লোভের তুলনা করলে একটি গুরুত্ব আছে, কারণ চুক্তিবদ্ধ শ্রমে উদ্বৃত্ত শ্রমের একটি স্বতন্ত্র ও প্রত্যক্ষ রূপ ছিল।"
"এবং এইসব শিশুদের ত্রিশ ঘণ্টা একটা নোংরা অন্ধ কুপে ( ঔ বদ্ধ ায়গাটির এই নাম ছিল ) অবিরাম পরিশ্রম করতে হতো সেখানে পশমের ছেড়া কম্বল টুকরো টুকরো করতে হয় এবং সেখানে ধূলো, ফেসো।","এবং এইসব শিশুদের ত্রিশ ঘণ্টা একটা নোংরা অন্ধ কুপে ( ঔ বদ্ধ জায়গাটির এই নাম ছিল ) অবিরাম পরিশ্রম করতে হতো সেখানে পশমের ছেড়া কম্বল টুকরো টুকরো করতে হয় এবং সেখানে ধূলো, ফেসো।"
"পণ্য বিনিম়ের নিজের প্রকৃতি এর যে - সব পরাপেক্ষিতার সম্পর্কের উদ্ভব ঘটে , যেই সম্পর্কসমূহ ব্যতীত অ ন্য কোনো সম্পর্কই স্বয়ং পণ্য - বিনিময় আভাসিত করে না ।","পণ্য বিনিময়ের নিজের প্রকৃতি এর যে - সব পরাপেক্ষিতার সম্পর্কের উদ্ভব ঘটে , যেই সম্পর্কসমূহ ব্যতীত অন্য কোনো সম্পর্কই স্বয়ং পণ্য - বিনিময় আভাসিত করে না ।"
"যার দ্বারা , স্বাস্থ্যের উ পরভ েজালের প্রতিক্রিয়া তো রয়েছেই ।","যার দ্বারা , স্বাস্থ্যের উপর ভেজালের প্রতিক্রিয়া তো রয়েছেই ।"
কারখানা–মালিক এবং বয়ার্ড উদ্ভাবন শ্রম মূলধনের উদ্বৃত্ত নয়।,কারখানা–মালিক এবং বয়ার্ড উদ্বৃত্ত শ্রম মূলধনের উদ্ভাবন নয়।
"ষরষের তেলরে ম্যানেজার এসেছিলো, আজ চাই গাড ়ি।","ষরষের তেলের ম্যানেজার এসেছিলো, আজ চাই গাড়ি।"
"পূর্ব উত্তর প্রদেশে একটা গ্রাম আছে তখন , কোনও মেয়েশিশু ছিল না গোটা গ্রামে । এবং তারপরে ঐ আমার আশেপাশে ঘুরে বেড়াবে ছায়ার মতো—সর্বদাই মনে করিয়ে দেবে আমার প্রতিজ্ঞা আর তার দাবির কথা।","পূর্ব উত্তর প্রদেশে একটা গ্রাম আছে তখন , কোনও মেয়েশিশু ছিল না গোটা গ্রামে । এবং তারপরে ঐ আমার আশেপাশে ঘুরে বেড়াবে ছায়ার মতো—সর্বদাই মনে করিয়ে দেবে আমার প্রতিজ্ঞা আর তার দাবির কথা।"
"কলকাতায় বাড়িঘর পড়ে ছিল আছে আমার লেখালেখি সব পড়ে , ।","কলকাতায় বাড়িঘর পড়ে ছিল , আমার লেখালেখি সব পড়ে আছে ।"
"শ্রমিক যে সময় কাজ করে সেই সময়টা ধনিক তার কাছ থেকে ক্রয় করা শ্রমশক্তিটা পরিভোগ করে। , সুরঞ্জনের মনে হয় মায়াকে যারা নিয়ে গেছে , এই ছেটি নিশ্চয়ই থাকিবে তাদের মধ্যে , না হলে এত কান পেতে আছে কেন ?","শ্রমিক যে সময় কাজ করে সেই সময়টা ধনিক তার কাছ থেকে ক্রয় করা শ্রমশক্তিটা পরিভোগ করে। , সুরঞ্জনের মনে হয় মায়াকে যারা নিয়ে গেছে , এই ছেটি নিশ্চয়ই থাকিবে তাদের মধ্যে , না হলে এত কান পেতে আছে কেন ?"
"৪. কৃষককে শুধু তার নিজের শ্রমের উপর নির্ভর করলে চলে না এবং যদি সে তা করে তাহলে আমি বলব যে সে এতে ক্ষতিগ্রস্ত হচ্ছে। এবং বিবাহিতা , অসুখী , অসুন্দরী , নিগুণ , এমনই দুএকটি থাকিবে হয়তো কপালে , কেউই কিন্তু তোমার চেয়ে দেখতে ভালো , তোমার চেয়ে বুদ্ধিমতী বা কম বয়সি ছিলো না , অন্তত যে দুজনের কথা শুনেছি ।","৪. কৃষককে শুধু তার নিজের শ্রমের উপর নির্ভর করলে চলে না এবং যদি সে তা করে তাহলে আমি বলব যে সে এতে ক্ষতিগ্রস্ত হচ্ছে। এবং বিবাহিতা , অসুখী , অসুন্দরী , নিগুণ , এমনই দুএকটি থাকিবে হয়তো কপালে , কেউই কিন্তু তোমার চেয়ে দেখতে ভালো , তোমার চেয়ে বুদ্ধিমতী বা কম বয়সি ছিলো না , অন্তত যে দুজনের কথা শুনেছি ।"
"তোমার অভাব থাকিবে , অভাববোধ ছিল না।","তোমার অভাব থাকিবে , অভাববোধ ছিল না ।"
"তারা দিনের শ্রমের যে - অংশ এই উদ্দেশ্যে নিয়োজিত হয় , তা বেশি বা কম হবে , যার গড়ে দৈনিক কত পরিমাণ দ্রব্য প্রয়োজন করতে , যার মূল্যের অনুপাতে ; অথবা ভাষান্তরে বলা যায় , ঐ দ্রব্যাদি উৎপাদন হয় গড়ে কত শ্রম - সময়ের প্রয়োজন হয় যার অনুপাতে ।","তারা দিনের শ্রমের যে - অংশ এই উদ্দেশ্যে নিয়োজিত হয় , তা বেশি বা কম হবে , যার গড়ে দৈনিক কত পরিমাণ দ্রব্য প্রয়োজন হয় , যার মূল্যের অনুপাতে ; অথবা ভাষান্তরে বলা যায় , ঐ দ্রব্যাদি উৎপাদন করতে গড়ে কত শ্রম - সময়ের প্রয়োজন হয় যার অনুপাতে ।"
"প্রভৃতিতে ঘরের হাওয়া এমন ঠাসা থাকে যে প্রাপ্ত বয়স্ক শ্রমিকদের পর্যন্ত ফুসফুস বাঁচাবার জন্য রুমাল দিয়ে কেবলই মুখ চাকতে হয়। এবং তারপরে তুমি বেশ বুঝতে পারছিলে , ওই রক্তপাতের সঙ্গে তোমার ওই ভয়ংকর অসুখের কোনও সম্পর্ক থাকিবে আর ওই ভয়ংকর অসুখের সঙ্গে তোমার পেটের ব্যথাটিরও সম্পর্ক আছে ।","প্রভৃতিতে ঘরের হাওয়া এমন ঠাসা থাকে যে প্রাপ্ত বয়স্ক শ্রমিকদের পর্যন্ত ফুসফুস বাঁচাবার জন্য রুমাল দিয়ে কেবলই মুখ চাকতে হয়। এবং তারপরে তুমি বেশ বুঝতে পারছিলে , ওই রক্তপাতের সঙ্গে তোমার ওই ভয়ংকর অসুখের কোনও সম্পর্ক থাকিবে আর ওই ভয়ংকর অসুখের সঙ্গে তোমার পেটের ব্যথাটিরও সম্পর্ক আছে ।"
