input,output
உதயகுமரன் நினைத்தார் செெய்ய,உதயகுமாரன் சுத்தம் நினைத்தார் செய்ய
மாதவி விளைவுகள் ள்ளன கொன்றான்,மாதவி விளைவுகள் கொன்றான் உள்ளன
காவேரிப்பட்டினம் சில கண்டடான் பற்றி பேசினார்,காவேரிப்பட்டினம் கண்டான் பற்றி பேசினார்
கோவலன் ஆக தப்பித்தார் மாறினார்,கோவலன் ஆக தப்பித்தார் மாறினார்
காப்பியம் முறைகள் மறுத்தான் பயன்படுத்த,காப்பியம் முறைகள் மறுத்தான் பயன்படுத்த
இளவரசன் மற்றும் செய்தார் சந்தித்தார்,இளவரசன் மற்றும் செய்தார் சந்தித்தார்
அரசி பிறகு செய்தார்,அரசி பிறகு செய்தான் செய்தார்
மணிமேகலை முறைகள் பார்த்தார் பயன்படுத்த,மணிமேகலை முறைகள் பார்த்தார் பயன்படுத்த
மணிப்பவளம் வேண்டும் வந்தார் தவிர்க்க,மணிப்பவளம் தவிர்க்க வந்தார் வேண்டும்
அரவணஅடிகள் மற்றும் சந்தி்ததான்,அரவணஅடிகள் மற்றும் மறுத்தார் சந்தித்தார்
பாத்திரம் இல் செய்தார் நடைபெற்றது,பாத்திரம் இல் செய்தார் நடைபெற்றது
காயசண்டிகை பாதிப்பு தொடங்கினான் ஏற்படுத்தும்,காயசண்டிகை பாதிப்பு தொடங்கினார் ஏற்படுத்தும்
கழிவு மாசு பயணித்தான் ஆகும்,கழிவு மாசு பயணித்தான் ஆகும்
வாகனம் மாசு தப்பித்தான் ஆகும்,வாகனம் மாசு தப்பித்தான் ஆகும்
சிலப்பதிகாரம் மற்றும் பேசினார் ஒருசில முன்பு சந்தி்தார்,சிலப்பதிகாரம் மற்றும் பேசினார் சந்தித்தார்
மன்னன் தவி்ரக்க வேண்டும்,மன்னன் தவிர்க்க கொன்றான் வேண்டும்
காப்பியம் ஆக கண்டார் மாறினார்,காப்பியம் ஆக கண்டார் மாறினார்
உதயகுமாரன் மற்றும் அழைத்தான் சந்தித்தார்,உதயகுமாரன் மற்றும் அழைத்தான் சந்தித்தார்
மணிமேகல என்று நினைத்தார் தப்பித்தான் சில,மணிமேகலை என்று தப்பித்தான் நினைத்தார்
சிலப்பதிகாரம் காரணமாக ழஅைத்ான் ஆனார்,சிலப்பதிகாரம் காரணமாக அழைத்தான் ஆனார்
காயசண்டிகை ஆக பேசினார் மாறினார்,காயசண்டிகை ஆக பேசினார் மாறினார்
தொழிற்சாலை மாசு நீர் சில ஆகும்,தொழிற்சாலை மாசு நீர் ஆகும்
தீவு முக்கியம் முன்பு காரணங்கள் மறுத்தார்,தீவு காரணங்கள் மறுத்தார் முக்கியம்
சிலப்பதிகாரம் இல் கொன்றார் நடைபெற்றது,சிலப்பதிகாரம் இல் கொன்றார் நடைபெற்றது
பாட்டி பேசினான் பற்றி பான்த்தான்,பாட்டி பார்த்தார் பற்றி பேசினார்
தீவு அழைத்தான் செய்ய,தீவு சுத்தம் அழைத்தான் செய்ய
முனிவர் கொன்றார் பேசினார்,முனிவர் கொன்றார் பற்றி பேசினார்
கோவலன் வந்தார் பற்றி பேசினார்,கோவலன் வந்தார் பற்றி பேசினார்
ீவு பாதிப்பு சிறிது மறுத்தார் ஏற்படுத்தும்,தீவு பாதிப்பு மறுத்தார் ஏற்படுத்தும்
ஆபுத்திரன் விளைவுகள் பேசினார் உள்ளன,ஆபுத்திரன் விளைவுகள் பேசினார் உள்ளன
இந்திரன் என்று நினைத்தார் கண்டார்,இந்திரன் என்று கண்டார் நினைத்தார்
சுதாமதி காரணங்கள் முக்கியமம்,சுதாமதி காரணங்கள் நினைத்தார் முக்கியம்
விவசாயம் கழிவுகள் மிகவும் சேர்த்தல் ஒளி,விவசாயம் கழிவுகள் ஒளி சேர்த்தல்
தெய்வம் முறைகள் பேசினான்,தெய்வம் முறைகள் பேசினான் பயன்படுத்த
விழா முறைகள் அழைத்தான் பயன்படுத்த,விழா முறைகள் அழைத்தான் பயன்படுத்த
மன்னன் தீங்கு பேசினான் விளைவிக்கும்,மன்னன் தீங்கு பேசினான் விளைவிக்கும்
மணிமேகலை காரணங்கள் முக்கியம்,மணிமேகலை காரணங்கள் பேசினான் முக்கியம்
மணிமேகலை காரணமாக நினைத்தார் முன்பு ஆனார்,மணிமேகலை காரணமாக நினைத்தார் ஆனார்
வித்யாதரன் என்று அழைத்தான் நினைத்தான்,வித்யாதரன் என்று அழைத்தான் நினைத்தார்
வித்யாதரன் பின்பு செய்தான் முக்கியம்,வித்யாதரன் காரணங்கள் செய்தான் முக்கியம்
அரவணடிகள் தீங்கு நினைத்தார் விளைவிக்கும்,அரவணஅடிகள் தீங்கு நினைத்தார் விளைவிக்கும்
அமுதசுரபி பாதிப்பு वிரும்பினாள் ஏற்படுத்தும்,அமுதசுரபி பாதிப்பு वிரும்பினான் ஏற்படுத்தும்
ஒளி கழிவுகள் செய்தான் சேர்த்தல்,ஒளி கழிவுகள் செய்தான் சேர்த்தல்
நகரம் உள்ள மறுுத்தான் கண்டார்,நகரம் உள்ள மறுத்தான் கண்டார்
வித்யாதரன் முறைகள் கண்டான் பயன்படுத்த,வித்யாதரன் முறைகள் கண்டான் பயன்படுத்த
துறவி மிகவும் தொடங்கினான் தவிர்க்க வேண்டும்,துறவி தவிர்க்க தொடங்கினார் வேண்டும்
காவேரிப்பட்டினம் விளைவிக்கும் கூறினார் தீ்ஙகு,காவேரிப்பட்டினம் தீங்கு கூறினார் விளைவிக்கும்
அமுதசுரபி காரணமாக தொடங்கினான் ஆனான்,அமுதசுரபி காரணமாக தொடங்கினார் ஆனார்
மணிப்பவளம் மீது பயணித்தான் விருப்பம்,மணிப்பவளம் மீது பயணித்தான் விருப்பம்
கோவலன் காரணமாக விரும்பினார் ஆனார்,கோவலன் காரணமாக விரும்பினார் ஆனார்
பாத்திரம் உள்ள பேசினார் கண்டார்,பாத்திரம் உள்ள பேசினார் கண்டார்
நகரம் இல் மிகவும் நடைபெற்றது,நகரம் இல் தப்பித்தான் நடைபெற்றது
மன்னன் செய்தான் பற்றி பின்பு பேசினான்,மன்னன் செய்தான் பற்றி பேசினார்
முனிவர் பிறகு பேசினான் செய்தார்,முனிவர் பிறகு பேசினான் செய்தார்
அமுதசுரபி தப்பித்தான் நினைத்தான்,அமுதசுரபி என்று தப்பித்தார் நினைத்தார்
காவேரிப்பட்டினம் சிறிது சுத்தம் வந்தான் செய்ய,காவேரிப்பட்டினம் சுத்தம் வந்தான் செய்ய
மணிப்பவளம் பின்பு பாதிப்பு ஏற்படுத்தும்,மணிப்பவளம் பாதிப்பு நினைத்தார் ஏற்படுத்தும்
தொழிற்சாலை மாசு ஒளி மிவகும் ஆகும்,தொழிற்சாலை மாசு ஒளி ஆகும்
முனிவர் விளைவுகள் கண்டார் உள்ளன,முனிவர் விளைவுகள் கண்டார் உள்ளன
வஞ்சி முடித்தார் கண்டார்,வஞ்சி உள்ள முடித்தார் கண்டார்
கோவலன் தீங்கு விளைவிக்கும்,கோவலன் தீங்கு சென்றார் விளைவிக்கும்
பாட்டி இல் தொடங்கினார் நடைபெற்றது,பாட்டி இல் தொடங்கினார் நடைபெற்றது
முனிவர் உள்ள பேசினார் கண்டார்,முனிவர் உள்ள பேசினார் கண்டார்
அரவணஅடிகள் தப்பித்தான் சந்தித்தரா்,அரவணஅடிகள் மற்றும் தப்பித்தான் சந்தித்தார்
வெள்ளம் மாசு தொழிற்சாலை ஆகும்,வெள்ளம் மாசு தொழிற்சாலை ஆகும்
ஜாவாதீவு தவிர்க்்க வந்தாள் வேண்டும்,ஜாவாதீவு தவிர்க்க வந்தான் வேண்டும்
அரவணஅடிகள் தப்பித்தான் சில பற்றி பேசினான்,அரவணஅடிகள் தப்பித்தான் பற்றி பேசினார்
மன்னன் நடைபெற்றது அழைத்தார் இல்,மன்னன் இல் அழைத்தார் நடைபெற்றது
மாதவி வந்தான் மாறினான்,மாதவி ஆக வந்தான் மாறினார்
இந்திரன் நினைத்தான் பின்பு விரும்பினான் என்று,இந்திரன் என்று விரும்பினார் நினைத்தார்
முனிவர் பாதிப்பு விரும்பினார் ஏற்படுத்தும்,முனிவர் பாதிப்பு விரும்பினார் ஏற்படுத்தும்
நகரம் ஆக கண்டாள் மாறினாள்,நகரம் ஆக கண்டார் மாறினார்
துறவி காரணங்களள் தொடங்கினார் ஒருசில முக்கியம்,துறவி காரணங்கள் தொடங்கினார் முக்கியம்
தெய்வம் மீது ஒருசில கொன்றார் விருப்பம்,தெய்வம் மீது கொன்றார் விருப்பம்
அமுதசுரபி கொன்றார் காரணமாக ஆனார்,அமுதசுரபி காரணமாக கொன்றார் ஆனார்
தயகுமாரன் வந்தார் இருந்து,உதயகுமாரன் இருந்து वிரும்பினான் வந்தார்
விழா மிகவும் சுத்தம் செய்ய,விழா சுத்தம் பார்த்தார் செய்ய
வித்யாதரன் விளைவுகள் அழைத்தான் உள்ளன,வித்யாதரன் விளைவுகள் அழைத்தான் உள்ளன
ஒளி மாசு பின்பு காற்று ஆகும்,ஒளி மாசு காற்று ஆகும்
மன்னன் பேசினார் மிகவும் முக்ிகயம்,மன்னன் காரணங்கள் பேசினார் முக்கியம்
அரசி மற்றும் அழைத்தார் சந்தித்தார்,அரசி மற்றும் அழைத்தார் சந்தித்தார்
கோவலன் பின்பு சென்றார் கண்டார்,கோவலன் உள்ள சென்றார் கண்டார்
மாதவி ஆக மாறினா்ன கண்டான்,மாதவி ஆக கண்டார் மாறினார்
காவேரிப்பட்டினம் பிறககு வந்தான் செய்தான்,காவேரிப்பட்டினம் பிறகு வந்தான் செய்தார்
அசி செய்தாள் சுத்தம் செய்ய,அரசி சுத்தம் செய்தான் செய்ய
சுத்தம் முன்பு சில மாசு நில ஆகும்,சுத்தம் மாசு நில ஆகும்
மாதவி விளைவிக்கும் நினைத்தாள் தீங்கு,மாதவி தீங்கு நினைத்தார் விளைவிக்கும்
மாதவி கண்டான் கொன்றான் உள்ள,மாதவி உள்ள கொன்றான் கண்டார்
துறவி முறைகள் கண்டான் பயன்படுத்த,துறவி முறைகள் கண்டான் பயன்படுத்த
இந்திரன் சிறிது பார்த்தார் இல் நடைபெற்றது,இந்திரன் இல் பார்த்தார் நடைபெற்றது
வித்யாதரன் சிறிது காரணங்கள் வந்தார் முக்கியம்,வித்யாதரன் காரணங்கள் வந்தார் முக்கியம்
மன்னன் என்று நினைத்தார் பயணித்தான்,மன்னன் என்று பயணித்தான் நினைத்தார்
மதுரை முறைகள் தொடங்கினார் பயன்படுத்த,மதுரை முறைகள் தொடங்கினார் பயன்படுத்த
அரசி தீங்கு விளைவிக்கும் மறுத்தார்,அரசி தீங்கு மறுத்தார் விளைவிக்கும்
முனிவர் தவிர்க்க தப்பித்தாள் வேண்டும்,முனிவர் தவிர்க்க தப்பித்தான் வேண்டும்
பாத்திரம் என்று பார்த்தார் நினைத்தார்,பாத்திரம் என்று பார்த்தார் நினைத்தார்
உதயகுமாரன் மறுைகள் நினைத்தார் பயன்படுத்த,உதயகுமாரன் முறைகள் நினைத்தார் பயன்படுத்த
இளவரசன் பிறகு மறுத்தார் செய்தார்,இளவரசன் பிறகு மறுத்தார் செய்தார்
விழா மீது கூறினார் விருப்பம்,விழா மீது கூறினார் விருப்பம்
காற்று சேர்த்தல் ஒருசில கழிவுகள்,காற்று கழிவுகள் செய்தான் சேர்த்தல்
மதுரை தீங்கு பயணித்தான் விளைவிக்கும்,மதுரை தீங்கு பயணித்தான் விளைவிக்கும்
ஞ்சி சென்றார் செய்ய,வஞ்சி சுத்தம் சென்றார் செய்ய
ஜாவாதீவு மீது விருப்பம்,ஜாவாதீவு மீது முடித்தார் விருப்பம்
கோவலன் சத்ததம் தொடங்கினார் செய்ய,கோவலன் சுத்தம் தொடங்கினார் செய்ய
அரசி பிறகு செய்தார்,அரசி பிறகு அழைத்தான் செய்தார்
அமுதசுரபி தவிர்க்க அழைத்தான் வேண்டும்,அமுதசுரபி தவிர்க்க அழைத்தான் வேண்டும்
ஆபுத்திரன் இல் அழைத்தார் நடைபெற்றது,ஆபுத்திரன் இல் அழைத்தார் நடைபெற்றது
ஆபுத்திரன் உள்ள விரும்பினார் கண்டார்,ஆபுத்திரன் உள்ள விரும்பினார் கண்டார்
விழா கண்டார் செய்ய,விழா சுத்தம் கண்டார் செய்ய
அரசி பிறகு செய்தார்,அரசி பிறகு பேசினார் செய்தார்
பாத்திரம் சுத்தம் கண்டான் செய்ய,பாத்திரம் சுத்தம் கண்டான் செய்ய
கோவலன் முக்கியம் வந்தான்,கோவலன் காரணங்கள் வந்தார் முக்கியம்
காவேரிப்பட்டினம் என்று முடித்தார் நினைத்தார்,காவேரிப்பட்டினம் என்று முடித்தார் நினைத்தார்
முனிவர் கூறினார் முக்கியம்,முனிவர் காரணங்கள் கூறினார் முக்கியம்
வாகனம் சில வந்தான் சேர்த்தல்,வாகனம் கழிவுகள் வந்தான் சேர்த்தல்
ஜாவாதீவு இல் ஒருசில நடைபெற்றது,ஜாவாதீவு இல் சென்றார் நடைபெற்றது
தீவு தவிர்க்க கொன்றான் வேண்டும்,தீவு தவிர்க்க கொன்றான் வேண்டும்
இந்திரன் மீது ிரும்பினார் விரருப்பம்,இந்திரன் மீது விரும்பினார் விருப்பம்
கோவலன் வந்தான் சென்றான் இருந்து,கோவலன் இருந்து சென்றார் வந்தார்
அரவணடிகள் முறைகள் தப்பித்தான் பயன்படுத்த,அரவணஅடிகள் முறைகள் தப்பித்தார் பயன்படுத்த
மணிமேகல காரணங்கள் பின்பு பேசினான் முக்கியம்,மணிமேகலை காரணங்கள் பேசினார் முக்கியம்
தெய்வம் சுத்தம் वிரும்பினான் செய்ய,தெய்வம் சுத்தம் वிரும்பினான் செய்ய
தெய்வம் இல் மறுத்தார் நடைபெற்றது,தெய்வம் இல் மறுத்தார் நடைபெற்றது
காயசண்டிகை கொன்றான் ஒருசில பற்றி பேசினார்,காயசண்டிகை கொன்றான் பற்றி பேசினார்
இளவரசன் உளள்ள கண்டார் கண்டான்,இளவரசன் உள்ள கண்டான் கண்டார்
விழா சுத்தம் செய்ய கூறினான்,விழா சுத்தம் கூறினார் செய்ய
ஜாவாதீவு முக்கியம் செய்தான் காரணங்கள்,ஜாவாதீவு காரணங்கள் செய்தார் முக்கியம்
மணி்பபவளம் தீங்கு கண்டார் விளைவிக்கும்,மணிப்பவளம் தீங்கு கண்டார் விளைவிக்கும்
அமுதசுரபி விருமம்பினார் பற்றி பேசினார்,அமுதசுரபி விரும்பினார் பற்றி பேசினார்
மாதவி செய்தார் தீங்கு,மாதவி தீங்கு செய்தார் விளைவிக்கும்
புற்றுநோய் நீர் ஆகும்,புற்றுநோய் மாசு நீர் ஆகும்
கோவலன் உள்ள கண்டார் ஒருசில தப்பித்தான்,கோவலன் உள்ள தப்பித்தான் கண்டார்
காவேரிப்பட்டினம் பின்பு செய்தான் விளைவுகள்,காவேரிப்பட்டினம் விளைவுகள் செய்தான் உள்ளன
முனிவர் தீஙக்ு முடித்தான் விளைவிக்கும்,முனிவர் தீங்கு முடித்தார் விளைவிக்கும்
இளவரச் இருந்து பேசினார்,இளவரசன் இருந்து பேசினார் வந்தார்
விழா உள்ளன பான்த்தான் விளைவகள்,விழா விளைவுகள் பார்த்தார் உள்ளன
சுதாமதி காரணமாக செய்தார் ஆனார்,சுதாமதி காரணமாக செய்தார் ஆனார்
தெய்வம் என்று அழைத்தாான் நினைத்தார்,தெய்வம் என்று அழைத்தான் நினைத்தார்
இளவரசன் கண்டார் வந்தார்,இளவரசன் இருந்து கண்டார் வந்தார்
வஞ்சி காரணங்கள் செய்தான் முக்கியம்,வஞ்சி காரணங்கள் செய்தார் முக்கியம்
சுதாமதி பிறகு மிகவும் பின்பு மறுத்தான் செய்தான்,சுதாமதி பிறகு மறுத்தார் செய்தார்
வஞ்சி முன்பு பிறகு பேசினான் சசெய்தார்,வஞ்சி பிறகு பேசினான் செய்தார்
மணிமேகை தவிர்க்க வேண்டும்,மணிமேகலை தவிர்க்க वிரும்பினான் வேண்டும்
அரவணடிகள் சில கண்டார் விளைவிக்கும்,அரவணஅடிகள் தீங்கு கண்டார் விளைவிக்கும்
மன்னன் இருந்து वிரும்பினான் வந்தான்,மன்னன் இருந்து वிரும்பினான் வந்தார்
அரசி இல் அழைத்தன் நடைபெற்றது,அரசி இல் அழைத்தான் நடைபெற்றது
தீவு முறைகள் முன்பு செய்தான் பயன்படுத்த,தீவு முறைகள் செய்தான் பயன்படுத்த
இந்திரன் பிறகு கூறினாரர் செய்தார்,இந்திரன் பிறகு கூறினார் செய்தார்
தெய்வம் என்று சிறிது விரும்பினான் நினைத்தான்,தெய்வம் என்று விரும்பினார் நினைத்தார்
வஞ்சி பாதிப்பு கண்டான் ஏற்படுத்தும்,வஞ்சி பாதிப்பு கண்டான் ஏற்படுத்தும்
தெய்வம் மீது மறுத்தார் விருப்பம்,தெய்வம் மீது மறுத்தார் விருப்பம்
விழா இருந்து வந்தார் வந்தார் மிகவும்,விழா இருந்து வந்தார் வந்தார்
விழா சிறிது ஆக கூறினார் மாறினார்,விழா ஆக கூறினார் மாறினார்
நகரம் இல் கொன்றான் நடைபெற்றது,நகரம் இல் கொன்றான் நடைபெற்றது
அமுதசுரபி கண்டாரர் விளைவுகள் உள்ளன,அமுதசுரபி விளைவுகள் கண்டார் உள்ளன
சிலப்பதிகாரம் தொடங்கினான் ஒருசில ஆனான்,சிலப்பதிகாரம் காரணமாக தொடங்கினார் ஆனார்
மதுரை தீங்கு சென்றார் விளைவிக்கும்,மதுரை தீங்கு சென்றார் விளைவிக்கும்
அமுதசுரபி மீது பேசினான் விருப்பம்,அமுதசுரபி மீது பேசினான் விருப்பம்
காவேரிப்பட்டினம் பின்பு மற்றும் நினைத்தார் சந்தித்தார்,காவேரிப்பட்டினம் மற்றும் நினைத்தார் சந்தித்தார்
காவேரிப்பட்டினம் இல் நினைத்தான் நடைபெற்றது,காவேரிப்பட்டினம் இல் நினைத்தார் நடைபெற்றது
சிலப்பதிகாரம் காரணமாக சிறிது ஆனார் தொடங்கினார்,சிலப்பதிகாரம் காரணமாக தொடங்கினார் ஆனார்
அரவணஅடிகள் தவிர்க்க கொன்றார்,அரவணஅடிகள் தவிர்க்க கொன்றார் வேண்டும்
கோவலன் தவிர்க்க கண்டார் வேண்டும்,கோவலன் தவிர்க்க கண்டார் வேண்டும்
காவேரிப்பட்டினம் தப்பித்தான் பயன்படுத்த,காவேரிப்பட்டினம் முறைகள் தப்பித்தார் பயன்படுத்த
பாட்டி என்று பயணித்தான் நினைத்தான்,பாட்டி என்று பயணித்தான் நினைத்தார்
கோவலன் மறுத்ார் வேண்டும்,கோவலன் தவிர்க்க மறுத்தார் வேண்டும்
அரசி இருந்து செய்தான் வந்தார்,அரசி இருந்து செய்தான் வந்தார்
இளவரசன் பார்த்தார் பின்பு தவிர்க்க சிறிது வேண்டும்,இளவரசன் தவிர்க்க பார்த்தார் வேண்டும்
முனிவர் வந்தார் கூறினார்,முனிவர் இருந்து கூறினார் வந்தார்
இளவரசன் சுத்தம் சென்றார் செய்ய,இளவரசன் சுத்தம் சென்றார் செய்ய
அரசி தவிர்க்க வந்தான் வேண்டும்,அரசி தவிர்க்க வந்தார் வேண்டும்
மன்னன் சுத்தம் பேசினான் செய்ய,மன்னன் சுத்தம் பேசினான் செய்ய
துறவி முக்கியம் காணங்கள் முடித்தார்,துறவி காரணங்கள் முடித்தார் முக்கியம்
பாட்டி முறைகள் வந்தாள் பயன்படுத்த,பாட்டி முறைகள் வந்தான் பயன்படுத்த
மன்ன்ன சுத்தம் செய்ய,மன்னன் சுத்தம் கொன்றான் செய்ய
மாதவி பாதிப்பு செய்தாள் ஏற்படுத்தும்,மாதவி பாதிப்பு செய்தான் ஏற்படுத்தும்
காப்பியம் இருந்து பயணித்தான் வந்தார்,காப்பியம் இருந்து பயணித்தான் வந்தார்
இந்திரன் உள்ளன கூறினார் விளைவுகள்,இந்திரன் விளைவுகள் கூறினார் உள்ளன
மணிமேகல சுத்தம் பேசினான் செய்ய,மணிமேகலை சுத்தம் பேசினான் செய்ய
ஜாவாதீவு உள்ள கண்டார் முடித்தார்,ஜாவாதீவு உள்ள முடித்தார் கண்டார்
நதி கழிவுகள் சேர்த்தல்,நதி கழிவுகள் தொழிற்சாலை சேர்த்தல்
இந்திரன் வேண்டும் பேசினான் தவிர்க்க,இந்திரன் தவிர்க்க பேசினான் வேண்டும்
மதுரை செய்தார் கண்டான்,மதுரை பிறகு கண்டான் செய்தார்
சிலப்பதிகாரம் காரணமாக கூறினான் ஆனான்,சிலப்பதிகாரம் காரணமாக கூறினார் ஆனார்
மணிமேகலலை கண்டார் வந்தார்,மணிமேகலை இருந்து கண்டார் வந்தார்
ஜாவாதீவு தப்பித்தார் பற்றி சிறிது பேசினார்,ஜாவாதீவு தப்பித்தார் பற்றி பேசினார்
பாத்திரம் தீங்கு கண்டான் விளைவிக்கும்,பாத்திரம் தீங்கு கண்டான் விளைவிக்கும்
பாட்டி தீங்கு அழைத்தான் விளைவிக்கும்,பாட்டி தீங்கு அழைத்தான் விளைவிக்கும்
நதி கழிவுகள் ஒலி சேர்த்தல்,நதி கழிவுகள் ஒலி சேர்த்தல்
சிலப்பதிகாரம் முறகள் மறுத்தார் பயன்படுத்த,சிலப்பதிகாரம் முறைகள் மறுத்தார் பயன்படுத்த
தெய்வம் காரணங்கள் கொன்றார் மிகவும் முக்கியம்,தெய்வம் காரணங்கள் கொன்றார் முக்கியம்
விவசாயம் ெய்தான் மாச ஆகும்,விவசாயம் மாசு செய்தான் ஆகும்
வஞ்சி பின்பு காரணங்கள் தொடங்கினார் முக்கியம்,வஞ்சி காரணங்கள் தொடங்கினார் முக்கியம்
மாதவி முறைகள் தொடங்கினார் பனய்படுத்த,மாதவி முறைகள் தொடங்கினார் பயன்படுத்த
காப்பியம் இல் நினைத்தான் நடைபெற்றது,காப்பியம் இல் நினைத்தார் நடைபெற்றது
மாதவி விளைவுகள் வந்தான் உள்ளன,மாதவி விளைவுகள் வந்தான் உள்ளன
அஅமுதசுரபி உள்ள பின்பு கொன்றார் கண்டார்,அமுதசுரபி உள்ள கொன்றார் கண்டார்
மன்னன் தீங்கு பயணித்தான் விளைவிக்கும்,மன்னன் தீங்கு பயணித்தான் விளைவிக்கும்
தீவு தவிர்க்க தப்பித்தான் சில வேண்டும்,தீவு தவிர்க்க தப்பித்தார் வேண்டும்
உதயகுமரன் பாதிப்பு அழைத்தார் ஏற்படுத்தும்,உதயகுமாரன் பாதிப்பு அழைத்தார் ஏற்படுத்தும்
விழா ஆனார் மிகவும் வந்தார் காரணமாக,விழா காரணமாக வந்தார் ஆனார்
அமுதசரபி கண்டான் பற்றி பேசினான்,அமுதசுரபி கண்டார் பற்றி பேசினார்
தீவு மாறினார் பேசினாரர் ஆக,தீவு ஆக பேசினார் மாறினார்
விழா சில தப்பித்தான் பாதிப்பு ஏற்படுத்தும்,விழா பாதிப்பு தப்பித்தான் ஏற்படுத்தும்
மணிமேகலை இருந்்து வந்தான் வந்தார்,மணிமேகலை இருந்து வந்தான் வந்தார்
காயசண்டிகை கண்டன் பற்றி பேசினான்,காயசண்டிகை கண்டான் பற்றி பேசினார்
வித்யாதரன் மறுத்தார் பாதிப்பு ஏற்படுத்தும்,வித்யாதரன் பாதிப்பு மறுத்தார் ஏற்படுத்தும்
விழா என்று நினைத்தார் பேசினான்,விழா என்று பேசினான் நினைத்தார்
காவேரிபப்ட்டினம் காரணங்கள் முக்கியம் சில பேசினார்,காவேரிப்பட்டினம் காரணங்கள் பேசினார் முக்கியம்
இந்திரன் மற்றும் கண்டான் சந்தித்தார்,இந்திரன் மற்றும் கண்டான் சந்தித்தார்
தெய்வம் தொடங்கினார் வந்தார்,தெய்வம் இருந்து தொடங்கினார் வந்தார்
மாதவி பாதிப்பு நினைத்தார் ஏற்படுத்தும்,மாதவி பாதிப்பு நினைத்தார் ஏற்படுத்தும்
பாத்திரம் பான்த்தான் ஆனான் காரணமாக,பாத்திரம் காரணமாக பார்த்தார் ஆனார்
நுரையீரல் நதி ஆகும்,நுரையீரல் மாசு நதி ஆகும்
மன்னன் வந்தார் வநதார்,மன்னன் இருந்து வந்தார் வந்தார்
மதுரை காரணமாக சென்றார் ஆனார்,மதுரை காரணமாக சென்றார் ஆனார்
விவசாயம் மிகவும் கழிவுகள் கொன்றாள் சேர்த்தல்,விவசாயம் கழிவுகள் கொன்றான் சேர்த்தல்
காப்பியம் பின்பு காரணமாக ஆனான்,காப்பியம் காரணமாக தப்பித்தான் ஆனார்
கடல் வாகனம் ஆகும்,கடல் மாசு வாகனம் ஆகும்
மணிப்பவளம் காரணமாக ஆனார்,மணிப்பவளம் காரணமாக அழைத்தார் ஆனார்
மன்னன் சிறிது தீங்கு பயணித்தான் விளைவிக்கும்,மன்னன் தீங்கு பயணித்தான் விளைவிக்கும்
காயசண்டிகை ஏற்படுத்தும் வந்தாள் பாதிப்பு,காயசண்டிகை பாதிப்பு வந்தான் ஏற்படுத்தும்
இளவரசன் வநதார் மிகவும் பற்றி பேசினார்,இளவரசன் வந்தார் பற்றி பேசினார்
துறவி மற்றும் மறுத்தான் சந்தித்தார்,துறவி மற்றும் மறுத்தான் சந்தித்தார்
இளவரசன் மீது சில விருப்பம் பேசினான்,இளவரசன் மீது பேசினான் விருப்பம்
இந்திரன் மீது விருபப்பம் தொடங்கினார்,இந்திரன் மீது தொடங்கினார் விருப்பம்
சுதாமதி தவிர்க்க கொன்றார் மிகவும் வேண்டும்,சுதாமதி தவிர்க்க கொன்றார் வேண்டும்
சுதாமதி ஒருசில வந்தாான் கண்டார்,சுதாமதி உள்ள வந்தான் கண்டார்
மதுரை பிறகு செய்தார்,மதுரை பிறகு மறுத்தார் செய்தார்
காயசண்டிகை ரணங்கள் சென்றார் மிகவும் முக்கியம்,காயசண்டிகை காரணங்கள் சென்றார் முக்கியம்
மன்னன் மற்றும் விரும்பினார் சிறிது சந்தித்தார்,மன்னன் மற்றும் விரும்பினார் சந்தித்தார்
வித்யாரன் இருந்து கொன்றான் வந்தார்,வித்யாதரன் இருந்து கொன்றான் வந்தார்
அமுதசுரபி வந்தார் பயனப்டுத்த,அமுதசுரபி முறைகள் வந்தார் பயன்படுத்த
காவேரிப்பட்டினம் சுத்தம் சென்றார் செய்ய,காவேரிப்பட்டினம் சுத்தம் சென்றார் செய்ய
அமுதசுரபி ஆக மறுத்தார் மாறினார்,அமுதசுரபி ஆக மறுத்தார் மாறினார்
